分拣中心,日期,货量
SC63,2023-09-08,2506
SC63,2023-09-09,2316
SC63,2023-09-10,2200
SC63,2023-09-11,2224
SC63,2023-09-12,2244
SC63,2023-09-13,2233
SC63,2023-09-14,2243
SC63,2023-09-15,2091
SC63,2023-09-16,2096
SC63,2023-09-17,2181
SC63,2023-09-18,2332
SC63,2023-09-19,2255
SC63,2023-09-20,2198
SC63,2023-09-21,2208
SC63,2023-09-22,2025
SC63,2023-09-23,1961
SC63,2023-09-24,1908
SC63,2023-09-25,2041
SC63,2023-09-26,1858
SC63,2023-09-27,1752
SC63,2023-09-28,1571
SC63,2023-09-29,1533
SC63,2023-09-30,1541
SC63,2023-10-01,1630
SC63,2023-10-02,1659
SC63,2023-10-03,1585
SC63,2023-10-04,1729
SC63,2023-10-05,1852
SC63,2023-10-06,2055
SC63,2023-10-07,2248
SC63,2023-10-08,2184
SC63,2023-10-09,2087
SC63,2023-10-10,2056
SC63,2023-10-11,2014
SC63,2023-10-12,2173
SC63,2023-10-13,2391
SC63,2023-10-14,1957
SC63,2023-10-15,1633
SC63,2023-10-16,2370
SC63,2023-10-17,2215
SC63,2023-10-18,2146
SC63,2023-10-19,2033
SC63,2023-10-20,2059
SC63,2023-10-21,2183
SC63,2023-10-22,2013
SC63,2023-10-23,2235
SC63,2023-10-24,7504
SC63,2023-10-25,6309
SC63,2023-10-26,4368
SC63,2023-10-27,4191
SC63,2023-10-28,3956
SC63,2023-10-29,3863
SC63,2023-10-30,3928
SC63,2023-10-31,5107
SC63,2023-11-02,6833
SC63,2023-11-03,4504
SC63,2023-11-04,4510
SC63,2023-11-05,4606
SC63,2023-11-06,3879
SC63,2023-11-07,3759
SC63,2023-11-08,4288
SC63,2023-11-09,4161
SC63,2023-11-10,5324
SC63,2023-11-13,2638
SC63,2023-11-14,2015
SC63,2023-11-15,1723
SC63,2023-11-16,1973
SC63,2023-11-17,2167
SC63,2023-11-18,1671
SC63,2023-11-19,1852
SC63,2023-11-20,2095
SC63,2023-11-21,1899
SC63,2023-11-22,1849
SC63,2023-11-23,2159
SC63,2023-11-24,2209
SC63,2023-11-25,1706
SC63,2023-11-26,1702
SC63,2023-11-27,1950
SC63,2023-11-28,2197
SC63,2023-11-29,2561
SC63,2023-11-30,3270
SC30,2023-08-01,3584
SC30,2023-08-02,2868
SC30,2023-08-03,3016
SC30,2023-08-04,4966
SC30,2023-08-05,3720
SC30,2023-08-06,3118
SC30,2023-08-07,2751
SC30,2023-08-08,3084
SC30,2023-08-09,2754
SC30,2023-08-10,3233
SC30,2023-08-11,4254
SC30,2023-08-12,3584
SC30,2023-08-13,2876
SC30,2023-08-14,2674
SC30,2023-08-15,3249
SC30,2023-08-16,2946
SC30,2023-08-17,3625
SC30,2023-08-18,4684
SC30,2023-08-19,3739
SC30,2023-08-20,3043
SC30,2023-08-21,3188
SC30,2023-08-22,3244
SC30,2023-08-23,3011
SC30,2023-08-24,3673
SC30,2023-08-25,5104
SC30,2023-08-26,3898
SC30,2023-08-27,3177
SC30,2023-08-28,3106
SC30,2023-08-29,3241
SC30,2023-08-30,3458
SC30,2023-08-31,3431
SC30,2023-09-01,6406
SC30,2023-09-02,5651
SC30,2023-09-03,4701
SC30,2023-09-04,3772
SC30,2023-09-05,4053
SC30,2023-09-06,4779
SC30,2023-09-07,6200
SC30,2023-09-08,6394
SC30,2023-09-09,5764
SC30,2023-09-10,4406
SC30,2023-09-11,3326
SC30,2023-09-12,4321
SC30,2023-09-13,3786
SC30,2023-09-14,5433
SC30,2023-09-15,7045
SC30,2023-09-16,5765
SC30,2023-09-17,4616
SC30,2023-09-18,3824
SC30,2023-09-19,6286
SC30,2023-09-20,5675
SC30,2023-09-21,5790
SC30,2023-09-22,6657
SC30,2023-09-23,6428
SC30,2023-09-24,5656
SC30,2023-09-25,5785
SC30,2023-09-26,5937
SC30,2023-09-27,5783
SC30,2023-09-28,5344
SC30,2023-09-29,4540
SC30,2023-09-30,3820
SC30,2023-10-01,3022
SC30,2023-10-02,2325
SC30,2023-10-03,2511
SC30,2023-10-04,2826
SC30,2023-10-05,3526
SC30,2023-10-06,4358
SC30,2023-10-07,3486
SC30,2023-10-08,3384
SC30,2023-10-09,3067
SC30,2023-10-10,3776
SC30,2023-10-11,3756
SC30,2023-10-12,3605
SC30,2023-10-13,5027
SC30,2023-10-14,4402
SC30,2023-10-15,3521
SC30,2023-10-16,2888
SC30,2023-10-17,4932
SC30,2023-10-18,3984
SC30,2023-10-19,4650
SC30,2023-10-20,6777
SC30,2023-10-21,4593
SC30,2023-10-22,3914
SC30,2023-10-23,5448
SC30,2023-10-24,7638
SC30,2023-10-25,4554
SC30,2023-10-26,4745
SC30,2023-10-27,7276
SC30,2023-10-28,5514
SC30,2023-10-29,4242
SC30,2023-10-30,4718
SC30,2023-10-31,6618
SC30,2023-11-02,6713
SC30,2023-11-03,6617
SC30,2023-11-04,6152
SC30,2023-11-05,5542
SC30,2023-11-06,4170
SC30,2023-11-07,5513
SC30,2023-11-08,4672
SC30,2023-11-09,5677
SC30,2023-11-10,7943
SC30,2023-11-12,6501
SC30,2023-11-13,5063
SC30,2023-11-14,5495
SC30,2023-11-15,4341
SC30,2023-11-16,4563
SC30,2023-11-17,4866
SC30,2023-11-18,4263
SC30,2023-11-19,3428
SC30,2023-11-20,3096
SC30,2023-11-21,3341
SC30,2023-11-22,2946
SC30,2023-11-23,3481
SC30,2023-11-24,4970
SC30,2023-11-25,4813
SC30,2023-11-26,4146
SC30,2023-11-27,3746
SC30,2023-11-28,3854
SC30,2023-11-29,3401
SC30,2023-11-30,3739
SC66,2023-08-01,988
SC66,2023-08-02,979
SC66,2023-08-03,822
SC66,2023-08-04,789
SC66,2023-08-05,737
SC66,2023-08-06,733
SC66,2023-08-07,775
SC66,2023-08-08,759
SC66,2023-08-09,1145
SC66,2023-08-10,826
SC66,2023-08-11,781
SC66,2023-08-12,796
SC66,2023-08-13,762
SC66,2023-08-14,842
SC66,2023-08-15,881
SC66,2023-08-16,970
SC66,2023-08-17,923
SC66,2023-08-18,938
SC66,2023-08-19,947
SC66,2023-08-20,953
SC66,2023-08-21,1238
SC66,2023-08-22,1121
SC66,2023-08-23,900
SC66,2023-08-24,869
SC66,2023-08-25,864
SC66,2023-08-26,874
SC66,2023-08-27,941
SC66,2023-08-28,1028
SC66,2023-08-29,963
SC66,2023-08-30,1008
SC66,2023-08-31,975
SC66,2023-09-02,1038
SC66,2023-09-03,941
SC66,2023-09-04,1009
SC66,2023-09-05,955
SC66,2023-09-06,980
SC66,2023-09-07,949
SC66,2023-09-08,860
SC66,2023-09-10,957
SC66,2023-09-11,988
SC66,2023-09-12,962
SC66,2023-09-13,942
SC66,2023-09-14,986
SC66,2023-09-15,803
SC66,2023-09-16,863
SC66,2023-09-17,900
SC66,2023-09-18,950
SC66,2023-09-19,879
SC66,2023-09-20,907
SC66,2023-09-21,896
SC66,2023-09-22,834
SC66,2023-09-23,873
SC66,2023-09-24,932
SC66,2023-09-25,1035
SC66,2023-09-26,961
SC66,2023-09-27,846
SC66,2023-09-28,743
SC66,2023-09-29,772
SC66,2023-09-30,804
SC66,2023-10-01,852
SC66,2023-10-02,761
SC66,2023-10-03,794
SC66,2023-10-04,822
SC66,2023-10-05,706
SC66,2023-10-06,717
SC66,2023-10-07,788
SC66,2023-10-08,722
SC66,2023-10-09,704
SC66,2023-10-10,686
SC66,2023-10-11,711
SC66,2023-10-12,688
SC66,2023-10-13,643
SC66,2023-10-14,668
SC66,2023-10-15,658
SC66,2023-10-16,671
SC66,2023-10-17,672
SC66,2023-10-18,670
SC66,2023-10-19,631
SC66,2023-10-20,620
SC66,2023-10-21,619
SC66,2023-10-22,586
SC66,2023-10-23,625
SC66,2023-10-24,1093
SC66,2023-10-25,836
SC66,2023-10-26,774
SC66,2023-10-27,714
SC66,2023-10-28,708
SC66,2023-10-29,703
SC66,2023-10-30,740
SC66,2023-10-31,644
SC66,2023-11-02,848
SC66,2023-11-03,751
SC66,2023-11-04,724
SC66,2023-11-05,686
SC66,2023-11-06,735
SC66,2023-11-07,763
SC66,2023-11-08,769
SC66,2023-11-09,784
SC66,2023-11-10,730
SC66,2023-11-12,1258
SC66,2023-11-13,812
SC66,2023-11-14,708
SC66,2023-11-15,709
SC66,2023-11-16,713
SC66,2023-11-17,710
SC66,2023-11-18,723
SC66,2023-11-19,713
SC66,2023-11-20,729
SC66,2023-11-21,719
SC66,2023-11-22,682
SC66,2023-11-23,700
SC66,2023-11-24,686
SC66,2023-11-25,707
SC66,2023-11-26,678
SC66,2023-11-27,730
SC66,2023-11-28,709
SC66,2023-11-29,760
SC66,2023-11-30,758
SC19,2023-08-01,8386
SC19,2023-08-02,7318
SC19,2023-08-03,8060
SC19,2023-08-04,8210
SC19,2023-08-05,6868
SC19,2023-08-06,4986
SC19,2023-08-07,7465
SC19,2023-08-08,8690
SC19,2023-08-09,8205
SC19,2023-08-10,8548
SC19,2023-08-11,8095
SC19,2023-08-12,6846
SC19,2023-08-13,4864
SC19,2023-08-14,8362
SC19,2023-08-15,9453
SC19,2023-08-16,8377
SC19,2023-08-17,9082
SC19,2023-08-18,8971
SC19,2023-08-19,8219
SC19,2023-08-20,6655
SC19,2023-08-21,10430
SC19,2023-08-22,9189
SC19,2023-08-23,8312
SC19,2023-08-24,7692
SC19,2023-08-25,6677
SC19,2023-08-26,6414
SC19,2023-08-27,4929
SC19,2023-08-28,7167
SC19,2023-08-29,7683
SC19,2023-08-30,7981
SC19,2023-08-31,7429
SC19,2023-09-01,7366
SC19,2023-09-02,6890
SC19,2023-09-03,5434
SC19,2023-09-04,8150
SC19,2023-09-05,8660
SC19,2023-09-06,9714
SC19,2023-09-07,9281
SC19,2023-09-08,8626
SC19,2023-09-09,8418
SC19,2023-09-10,5350
SC19,2023-09-11,8717
SC19,2023-09-12,8737
SC19,2023-09-13,9493
SC19,2023-09-14,9015
SC19,2023-09-15,8359
SC19,2023-09-16,7742
SC19,2023-09-17,6122
SC19,2023-09-18,8995
SC19,2023-09-19,8361
SC19,2023-09-20,8726
SC19,2023-09-21,8650
SC19,2023-09-22,13030
SC19,2023-09-23,9014
SC19,2023-09-24,6953
SC19,2023-09-25,10969
SC19,2023-09-26,10792
SC19,2023-09-27,9526
SC19,2023-09-28,7866
SC19,2023-09-29,6991
SC19,2023-09-30,5272
SC19,2023-10-01,5326
SC19,2023-10-02,4655
SC19,2023-10-03,4832
SC19,2023-10-04,5016
SC19,2023-10-05,5585
SC19,2023-10-06,7634
SC19,2023-10-07,8712
SC19,2023-10-08,9517
SC19,2023-10-09,9448
SC19,2023-10-10,8849
SC19,2023-10-11,8405
SC19,2023-10-12,8437
SC19,2023-10-13,8245
SC19,2023-10-14,7717
SC19,2023-10-15,5422
SC19,2023-10-16,7441
SC19,2023-10-17,8654
SC19,2023-10-18,8422
SC19,2023-10-19,7108
SC19,2023-10-20,7363
SC19,2023-10-21,6607
SC19,2023-10-22,6034
SC19,2023-10-23,9009
SC19,2023-10-24,12913
SC19,2023-10-25,10118
SC19,2023-10-26,9647
SC19,2023-10-27,10074
SC19,2023-10-28,9018
SC19,2023-10-29,9841
SC19,2023-10-30,10079
SC19,2023-10-31,13025
SC19,2023-11-02,14942
SC19,2023-11-03,14034
SC19,2023-11-04,12472
SC19,2023-11-05,11018
SC19,2023-11-06,11135
SC19,2023-11-07,11441
SC19,2023-11-08,11361
SC19,2023-11-09,10498
SC19,2023-11-10,13296
SC19,2023-11-13,9897
SC19,2023-11-14,9687
SC19,2023-11-15,10083
SC19,2023-11-16,8922
SC19,2023-11-17,7996
SC19,2023-11-18,7011
SC19,2023-11-19,4626
SC19,2023-11-20,7940
SC19,2023-11-21,8033
SC19,2023-11-22,6666
SC19,2023-11-23,7372
SC19,2023-11-24,6741
SC19,2023-11-25,7013
SC19,2023-11-26,4310
SC19,2023-11-27,6490
SC19,2023-11-28,7151
SC19,2023-11-29,6314
SC19,2023-11-30,7210
SC4,2023-08-01,17932
SC4,2023-08-02,17955
SC4,2023-08-03,17464
SC4,2023-08-04,17762
SC4,2023-08-05,17443
SC4,2023-08-06,16725
SC4,2023-08-07,16266
SC4,2023-08-08,16650
SC4,2023-08-09,17260
SC4,2023-08-10,17040
SC4,2023-08-11,16594
SC4,2023-08-12,17248
SC4,2023-08-13,16368
SC4,2023-08-14,16946
SC4,2023-08-15,17329
SC4,2023-08-16,18687
SC4,2023-08-17,18147
SC4,2023-08-18,18019
SC4,2023-08-19,18795
SC4,2023-08-20,18603
SC4,2023-08-21,19812
SC4,2023-08-22,19489
SC4,2023-08-23,19254
SC4,2023-08-24,20569
SC4,2023-08-25,18862
SC4,2023-08-26,21441
SC4,2023-08-27,20063
SC4,2023-08-28,20041
SC4,2023-08-29,20844
SC4,2023-08-30,22059
SC4,2023-08-31,21919
SC4,2023-09-01,23035
SC4,2023-09-02,24271
SC4,2023-09-03,22733
SC4,2023-09-04,21505
SC4,2023-09-05,22709
SC4,2023-09-06,24621
SC4,2023-09-07,23217
SC4,2023-09-08,22216
SC4,2023-09-09,21980
SC4,2023-09-10,20490
SC4,2023-09-11,20035
SC4,2023-09-12,22126
SC4,2023-09-13,21208
SC4,2023-09-14,22307
SC4,2023-09-15,21518
SC4,2023-09-16,23133
SC4,2023-09-17,21541
SC4,2023-09-18,21893
SC4,2023-09-19,22498
SC4,2023-09-20,23002
SC4,2023-09-21,23037
SC4,2023-09-22,23626
SC4,2023-09-23,23975
SC4,2023-09-24,24150
SC4,2023-09-25,22992
SC4,2023-09-26,27073
SC4,2023-09-27,23975
SC4,2023-09-28,21796
SC4,2023-09-29,22199
SC4,2023-09-30,19501
SC4,2023-10-01,18497
SC4,2023-10-02,18400
SC4,2023-10-03,16874
SC4,2023-10-04,18281
SC4,2023-10-05,18353
SC4,2023-10-06,19023
SC4,2023-10-07,20650
SC4,2023-10-08,22952
SC4,2023-10-09,23496
SC4,2023-10-10,24801
SC4,2023-10-11,24019
SC4,2023-10-12,21978
SC4,2023-10-13,20912
SC4,2023-10-14,20529
SC4,2023-10-15,20304
SC4,2023-10-16,20537
SC4,2023-10-17,20637
SC4,2023-10-18,21198
SC4,2023-10-19,20588
SC4,2023-10-20,21295
SC4,2023-10-21,21326
SC4,2023-10-22,20195
SC4,2023-10-23,19465
SC4,2023-10-24,28382
SC4,2023-10-25,27759
SC4,2023-10-26,24172
SC4,2023-10-27,21982
SC4,2023-10-28,23193
SC4,2023-10-29,21596
SC4,2023-10-30,21589
SC4,2023-10-31,25273
SC4,2023-11-02,31414
SC4,2023-11-03,27618
SC4,2023-11-04,24670
SC4,2023-11-05,24277
SC4,2023-11-06,25346
SC4,2023-11-07,26056
SC4,2023-11-08,26577
SC4,2023-11-09,25787
SC4,2023-11-10,24167
SC4,2023-11-13,35644
SC4,2023-11-14,26394
SC4,2023-11-15,29969
SC4,2023-11-16,27183
SC4,2023-11-17,26440
SC4,2023-11-18,25130
SC4,2023-11-19,23331
SC4,2023-11-20,22344
SC4,2023-11-21,24600
SC4,2023-11-22,22663
SC4,2023-11-23,21360
SC4,2023-11-24,21245
SC4,2023-11-25,21127
SC4,2023-11-26,19621
SC4,2023-11-27,20774
SC4,2023-11-28,20204
SC4,2023-11-29,21652
SC4,2023-11-30,21342
SC39,2023-08-01,2574
SC39,2023-08-02,2647
SC39,2023-08-03,2473
SC39,2023-08-04,2421
SC39,2023-08-05,2370
SC39,2023-08-06,2309
SC39,2023-08-07,2410
SC39,2023-08-08,2573
SC39,2023-08-09,2611
SC39,2023-08-10,2507
SC39,2023-08-11,2502
SC39,2023-08-12,2332
SC39,2023-08-13,2217
SC39,2023-08-14,2485
SC39,2023-08-15,2475
SC39,2023-08-16,2448
SC39,2023-08-17,2418
SC39,2023-08-18,2468
SC39,2023-08-19,2403
SC39,2023-08-20,2330
SC39,2023-08-21,2487
SC39,2023-08-22,2279
SC39,2023-08-23,2554
SC39,2023-08-24,2686
SC39,2023-08-25,2586
SC39,2023-08-26,2533
SC39,2023-08-27,2487
SC39,2023-08-28,2586
SC39,2023-08-29,2558
SC39,2023-08-30,2572
SC39,2023-08-31,2365
SC39,2023-09-01,3385
SC39,2023-09-02,2766
SC39,2023-09-03,2568
SC39,2023-09-04,2575
SC39,2023-09-05,2648
SC39,2023-09-06,2918
SC39,2023-09-07,3246
SC39,2023-09-08,2899
SC39,2023-09-09,2817
SC39,2023-09-10,2327
SC39,2023-09-11,2685
SC39,2023-09-12,2691
SC39,2023-09-13,2792
SC39,2023-09-14,2684
SC39,2023-09-15,2604
SC39,2023-09-16,2557
SC39,2023-09-17,2576
SC39,2023-09-18,2657
SC39,2023-09-19,2786
SC39,2023-09-20,2796
SC39,2023-09-21,2704
SC39,2023-09-22,2704
SC39,2023-09-23,2612
SC39,2023-09-24,2675
SC39,2023-09-25,2983
SC39,2023-09-26,2917
SC39,2023-09-27,2897
SC39,2023-09-28,2860
SC39,2023-09-29,2710
SC39,2023-09-30,2716
SC39,2023-10-01,2513
SC39,2023-10-02,2469
SC39,2023-10-03,2416
SC39,2023-10-04,2349
SC39,2023-10-05,2561
SC39,2023-10-06,2534
SC39,2023-10-07,2648
SC39,2023-10-08,2616
SC39,2023-10-09,2626
SC39,2023-10-10,2594
SC39,2023-10-11,2531
SC39,2023-10-12,2402
SC39,2023-10-13,2388
SC39,2023-10-14,2062
SC39,2023-10-15,2158
SC39,2023-10-16,2261
SC39,2023-10-17,2256
SC39,2023-10-18,2299
SC39,2023-10-19,2509
SC39,2023-10-20,2698
SC39,2023-10-21,2373
SC39,2023-10-22,2091
SC39,2023-10-23,3297
SC39,2023-10-25,3293
SC39,2023-10-26,3046
SC39,2023-10-27,3149
SC39,2023-10-28,2942
SC39,2023-10-29,2672
SC39,2023-10-30,2704
SC39,2023-10-31,4148
SC39,2023-11-02,4565
SC39,2023-11-03,3292
SC39,2023-11-04,3129
SC39,2023-11-05,2960
SC39,2023-11-06,3029
SC39,2023-11-07,3172
SC39,2023-11-08,3259
SC39,2023-11-09,2998
SC39,2023-11-10,4389
SC39,2023-11-12,4876
SC39,2023-11-13,2524
SC39,2023-11-14,2145
SC39,2023-11-15,2247
SC39,2023-11-16,2182
SC39,2023-11-17,1980
SC39,2023-11-18,2067
SC39,2023-11-19,1873
SC39,2023-11-20,2118
SC39,2023-11-21,2260
SC39,2023-11-22,2183
SC39,2023-11-23,2123
SC39,2023-11-24,2225
SC39,2023-11-25,2040
SC39,2023-11-26,2077
SC39,2023-11-27,2243
SC39,2023-11-28,2207
SC39,2023-11-29,2310
SC39,2023-11-30,2410
SC47,2023-08-01,43261
SC47,2023-08-02,42697
SC47,2023-08-03,41947
SC47,2023-08-04,40968
SC47,2023-08-05,40548
SC47,2023-08-06,38806
SC47,2023-08-07,38749
SC47,2023-08-08,39556
SC47,2023-08-09,42408
SC47,2023-08-10,40837
SC47,2023-08-11,40776
SC47,2023-08-12,41237
SC47,2023-08-13,37994
SC47,2023-08-14,38384
SC47,2023-08-15,42327
SC47,2023-08-16,43679
SC47,2023-08-17,42133
SC47,2023-08-18,42131
SC47,2023-08-19,43450
SC47,2023-08-20,40744
SC47,2023-08-21,42029
SC47,2023-08-22,44845
SC47,2023-08-23,43998
SC47,2023-08-24,43959
SC47,2023-08-25,44683
SC47,2023-08-26,44185
SC47,2023-08-27,41647
SC47,2023-08-28,40977
SC47,2023-08-29,44473
SC47,2023-08-30,45157
SC47,2023-08-31,46859
SC47,2023-09-01,48032
SC47,2023-09-02,50911
SC47,2023-09-03,46179
SC47,2023-09-04,43383
SC47,2023-09-05,47529
SC47,2023-09-06,49331
SC47,2023-09-07,52790
SC47,2023-09-08,48569
SC47,2023-09-09,48310
SC47,2023-09-10,46026
SC47,2023-09-11,42700
SC47,2023-09-12,45268
SC47,2023-09-13,46179
SC47,2023-09-14,46619
SC47,2023-09-15,46948
SC47,2023-09-16,48699
SC47,2023-09-17,45847
SC47,2023-09-18,44547
SC47,2023-09-19,48895
SC47,2023-09-20,50640
SC47,2023-09-21,49759
SC47,2023-09-22,50723
SC47,2023-09-23,51910
SC47,2023-09-24,50963
SC47,2023-09-25,50878
SC47,2023-09-26,53110
SC47,2023-09-27,53461
SC47,2023-09-28,45742
SC47,2023-09-29,40040
SC47,2023-09-30,34333
SC47,2023-10-01,30992
SC47,2023-10-02,28977
SC47,2023-10-03,28027
SC47,2023-10-04,30920
SC47,2023-10-05,33758
SC47,2023-10-06,38858
SC47,2023-10-07,42643
SC47,2023-10-08,45334
SC47,2023-10-09,45531
SC47,2023-10-10,45191
SC47,2023-10-11,45030
SC47,2023-10-12,43817
SC47,2023-10-13,43764
SC47,2023-10-14,44223
SC47,2023-10-15,41439
SC47,2023-10-16,41221
SC47,2023-10-17,46505
SC47,2023-10-18,45670
SC47,2023-10-19,42283
SC47,2023-10-20,44650
SC47,2023-10-21,41496
SC47,2023-10-22,38527
SC47,2023-10-23,40509
SC47,2023-10-24,67710
SC47,2023-10-25,62629
SC47,2023-10-26,53056
SC47,2023-10-27,47508
SC47,2023-10-28,43579
SC47,2023-10-29,39229
SC47,2023-10-30,38768
SC47,2023-10-31,41005
SC47,2023-11-02,69085
SC47,2023-11-03,57081
SC47,2023-11-04,49737
SC47,2023-11-05,46762
SC47,2023-11-06,44571
SC47,2023-11-07,45755
SC47,2023-11-08,48014
SC47,2023-11-09,46419
SC47,2023-11-10,48322
SC47,2023-11-13,59275
SC47,2023-11-14,52677
SC47,2023-11-15,49580
SC47,2023-11-16,47220
SC47,2023-11-17,47832
SC47,2023-11-18,43486
SC47,2023-11-19,42888
SC47,2023-11-20,42621
SC47,2023-11-21,44626
SC47,2023-11-22,44118
SC47,2023-11-23,44199
SC47,2023-11-24,42666
SC47,2023-11-25,42755
SC47,2023-11-26,41402
SC47,2023-11-27,39923
SC47,2023-11-28,43870
SC47,2023-11-29,43261
SC47,2023-11-30,44147
SC68,2023-08-01,1018
SC68,2023-08-02,1040
SC68,2023-08-03,1059
SC68,2023-08-04,1003
SC68,2023-08-05,1048
SC68,2023-08-06,1076
SC68,2023-08-07,1067
SC68,2023-08-08,1121
SC68,2023-08-09,1189
SC68,2023-08-10,1132
SC68,2023-08-11,1030
SC68,2023-08-12,982
SC68,2023-08-13,1012
SC68,2023-08-14,1121
SC68,2023-08-15,1146
SC68,2023-08-16,1111
SC68,2023-08-17,1405
SC68,2023-08-18,1083
SC68,2023-08-19,1134
SC68,2023-08-20,1161
SC68,2023-08-21,1225
SC68,2023-08-22,1131
SC68,2023-08-23,1176
SC68,2023-08-24,1241
SC68,2023-08-25,1213
SC68,2023-08-26,1154
SC68,2023-08-27,1197
SC68,2023-08-28,1241
SC68,2023-08-29,1228
SC68,2023-08-30,1188
SC68,2023-08-31,1174
SC68,2023-09-01,1194
SC68,2023-09-02,1237
SC68,2023-09-03,1266
SC68,2023-09-04,1291
SC68,2023-09-05,1333
SC68,2023-09-06,1373
SC68,2023-09-07,1350
SC68,2023-09-08,1346
SC68,2023-09-09,1447
SC68,2023-09-10,1318
SC68,2023-09-11,1376
SC68,2023-09-12,1463
SC68,2023-09-13,1355
SC68,2023-09-14,1318
SC68,2023-09-15,1270
SC68,2023-09-16,1254
SC68,2023-09-17,1351
SC68,2023-09-18,1287
SC68,2023-09-19,1139
SC68,2023-09-20,1106
SC68,2023-09-21,1180
SC68,2023-09-22,1066
SC68,2023-09-23,1081
SC68,2023-09-24,1073
SC68,2023-09-25,1181
SC68,2023-09-26,1155
SC68,2023-09-27,1077
SC68,2023-09-28,943
SC68,2023-09-29,912
SC68,2023-09-30,917
SC68,2023-10-01,854
SC68,2023-10-02,890
SC68,2023-10-03,980
SC68,2023-10-04,1032
SC68,2023-10-05,1144
SC68,2023-10-06,1208
SC68,2023-10-07,1241
SC68,2023-10-08,1205
SC68,2023-10-09,1179
SC68,2023-10-10,1236
SC68,2023-10-11,1424
SC68,2023-10-12,1351
SC68,2023-10-13,1257
SC68,2023-10-14,1417
SC68,2023-10-15,1304
SC68,2023-10-16,1378
SC68,2023-10-17,1405
SC68,2023-10-18,1356
SC68,2023-10-19,1291
SC68,2023-10-20,1274
SC68,2023-10-21,1152
SC68,2023-10-22,1244
SC68,2023-10-23,1713
SC68,2023-10-24,2669
SC68,2023-10-25,1932
SC68,2023-10-26,1507
SC68,2023-10-27,1491
SC68,2023-10-28,1550
SC68,2023-10-29,1416
SC68,2023-10-30,1556
SC68,2023-10-31,2172
SC68,2023-11-02,2227
SC68,2023-11-03,1903
SC68,2023-11-04,2155
SC68,2023-11-05,1610
SC68,2023-11-06,1504
SC68,2023-11-07,1668
SC68,2023-11-08,1538
SC68,2023-11-09,1285
SC68,2023-11-10,2470
SC68,2023-11-12,2297
SC68,2023-11-13,1451
SC68,2023-11-14,1401
SC68,2023-11-15,1206
SC68,2023-11-16,1266
SC68,2023-11-17,1214
SC68,2023-11-18,1218
SC68,2023-11-19,1377
SC68,2023-11-20,1774
SC68,2023-11-21,1395
SC68,2023-11-22,1378
SC68,2023-11-23,1537
SC68,2023-11-24,1435
SC68,2023-11-25,1325
SC68,2023-11-26,1471
SC68,2023-11-27,1567
SC68,2023-11-28,1510
SC68,2023-11-29,1474
SC68,2023-11-30,1448
SC2,2023-08-01,6957
SC2,2023-08-02,7052
SC2,2023-08-03,6858
SC2,2023-08-04,6656
SC2,2023-08-05,6075
SC2,2023-08-06,5685
SC2,2023-08-07,6528
SC2,2023-08-08,7591
SC2,2023-08-09,7963
SC2,2023-08-10,7372
SC2,2023-08-11,6892
SC2,2023-08-12,6190
SC2,2023-08-13,5741
SC2,2023-08-14,7273
SC2,2023-08-15,8232
SC2,2023-08-16,7793
SC2,2023-08-17,8422
SC2,2023-08-18,8051
SC2,2023-08-19,7224
SC2,2023-08-20,7084
SC2,2023-08-21,8173
SC2,2023-08-22,7743
SC2,2023-08-23,7853
SC2,2023-08-24,7506
SC2,2023-08-25,7531
SC2,2023-08-26,6866
SC2,2023-08-27,6711
SC2,2023-08-28,8504
SC2,2023-08-29,7966
SC2,2023-08-30,8051
SC2,2023-08-31,8402
SC2,2023-09-01,10461
SC2,2023-09-02,8714
SC2,2023-09-03,7705
SC2,2023-09-04,8794
SC2,2023-09-05,8178
SC2,2023-09-06,9979
SC2,2023-09-07,10154
SC2,2023-09-08,9274
SC2,2023-09-09,9132
SC2,2023-09-10,7026
SC2,2023-09-11,8041
SC2,2023-09-12,8209
SC2,2023-09-13,8080
SC2,2023-09-14,7997
SC2,2023-09-15,7832
SC2,2023-09-16,7403
SC2,2023-09-17,7439
SC2,2023-09-18,7960
SC2,2023-09-19,8828
SC2,2023-09-20,8152
SC2,2023-09-21,8618
SC2,2023-09-22,8007
SC2,2023-09-23,7781
SC2,2023-09-24,7450
SC2,2023-09-25,9647
SC2,2023-09-26,9881
SC2,2023-09-27,8252
SC2,2023-09-28,7162
SC2,2023-09-29,6557
SC2,2023-09-30,6278
SC2,2023-10-01,6483
SC2,2023-10-02,5414
SC2,2023-10-03,5754
SC2,2023-10-04,6124
SC2,2023-10-05,7014
SC2,2023-10-06,7168
SC2,2023-10-07,8521
SC2,2023-10-08,8471
SC2,2023-10-09,8624
SC2,2023-10-10,8499
SC2,2023-10-11,8094
SC2,2023-10-12,7979
SC2,2023-10-13,7576
SC2,2023-10-14,7174
SC2,2023-10-15,6953
SC2,2023-10-16,7604
SC2,2023-10-17,7976
SC2,2023-10-18,7900
SC2,2023-10-19,7966
SC2,2023-10-20,7566
SC2,2023-10-21,6288
SC2,2023-10-22,5621
SC2,2023-10-23,9203
SC2,2023-10-24,18595
SC2,2023-10-25,21053
SC2,2023-10-26,11387
SC2,2023-10-27,11100
SC2,2023-10-28,9306
SC2,2023-10-29,8387
SC2,2023-10-30,9491
SC2,2023-10-31,12055
